,Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
13057,CHL,Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2021,Counts,4005,CTS
13058,CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2021,Counts,174,CTS
13059,DZA,Algeria,Africa,Northern Africa,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2021,Counts,42,CTS
13060,GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2021,Counts,3945,CTS
13061,GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2021,Counts,21,CTS
13062,GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2021,Counts,0,CTS
13063,GUY,Guyana,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2021,Counts,0,CTS
13064,HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2021,Counts,75,CTS
13065,JAM,Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2021,Counts,17,CTS
13066,MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2021,Counts,11,CTS
13067,MAR,Morocco,Africa,Northern Africa,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2021,Counts,167,CTS
13068,MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2021,Counts,10,CTS
13069,MUS,Mauritius,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2021,Counts,342,CTS
13070,SLV,El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2021,Counts,4,CTS
13071,SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2021,Counts,1,CTS
13072,SWZ,Eswatini,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2021,Counts,0,CTS
14664,ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","5,497786271",CTS
14665,AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","327,4694471",CTS
14666,ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","2,084315558",CTS
14667,ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","321,1427647",CTS
14668,ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","7,445219141",CTS
14669,ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","3,256745534",CTS
14670,AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","285,4577226",CTS
14671,AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","43,18722874",CTS
14672,AZE,Azerbaijan,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","3,107668093",CTS
14673,BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","556,2019181",CTS
14674,BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","39,24831536",CTS
14675,BHS,Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","997,3872656",CTS
14676,BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","21,57280957",CTS
14677,BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","7,432315023",CTS
14678,BLZ,Belize,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","475,7192973",CTS/MoI
14679,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","69,71877716",CTS
14680,BRA,Brazil,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","284,6226313",CTS/DATASUS
14681,BRB,Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","274,8238183",CTS
14682,BTN,Bhutan,Asia,Southern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","116,6186076",CTS
14683,CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","169,7031268",CTS
14684,CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","7,42806121",CTS
14685,CHL,Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","76,1680226",CTS
14686,CMR,Cameroon,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","23,61306136",CTS/NSO
14687,COL,Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","327,0461851",CTS
14688,CRI,Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","147,0735163",CTS
14689,CYP,Cyprus,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","14,32248541",CTS
14690,CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","44,45342455",CTS
14691,DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","160,0564948",CTS
14692,DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","1464,411715",CTS
14693,DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","33,95516607",CTS
14694,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","23,56209858",CTS/NGO
14695,DZA,Algeria,Africa,Northern Africa,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","17,38423101",CTS
14696,ECU,Ecuador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","39,65695752",CTS
14697,ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","42,55551907",CTS
14698,EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","5,877747376",CTS
14699,FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","28,68766432",CTS
14700,FRA,France,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","501,1369685",CTS
14701,GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","924,7080746",CTS
14702,GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","50,27283044",CTS
14703,GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","70,39701279",CTS
14704,GEO,Georgia,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","5,091742864",CTS
14705,GHA,Ghana,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","195,2935526",CTS
14706,GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","15,17870586",CTS
14707,GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","279,4900732",CTS
14708,GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","130,8637769",CTS
14709,GUY,Guyana,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","170,8913769",CTS
14710,HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","75,45234723",CTS
14711,HND,Honduras,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","23,98876414",CTS
14712,HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","17,82189342",CTS
14713,IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","103,0633255",CTS
14714,IRQ_C,Iraq (Central Iraq),Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","0,029692512",CTS
14715,ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","26,88660091",CTS
14716,ISR,Israel,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","80,34461287",CTS
14717,ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","110,3269405",CTS
14718,JAM,Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","121,1540519",CTS
14719,JOR,Jordan,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","6,832616049",CTS
14720,KEN,Kenya,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","37,30806483",CTS
14721,KGZ,Kyrgyzstan,Asia,Central Asia,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","0,585105769",CTS
14722,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","295,5262358",CTS
14723,KOR,Republic of Korea,Asia,Eastern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","71,14917951",CTS
14724,LCA,Saint Lucia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","905,458791",CTS
14725,LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","197,4949327",CTS
14726,LKA,Sri Lanka,Asia,Southern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","12,70689467",CTS
14727,LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population","5,335049909",CTS
