country,region,subregion,indicator,dimension,category,sex,year,unit_of_measurement,value,source,porcentaje
Sweden,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2020,"Rate per 100,000 population",7.320497802,CTS,0.0073
Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2021,"Rate per 100,000 population",9.137112302,CTS,0.0091
Belize,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2021,"Rate per 100,000 population",34.7081622,CTS,0.0347
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2021,"Rate per 100,000 population",0.249131155,CTS,0.0002
Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2021,"Rate per 100,000 population",1.463922439,CTS,0.0015
Switzerland,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2021,"Rate per 100,000 population",0.753869234,CTS,0.0008
Czechia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2021,"Rate per 100,000 population",,CTS,
Germany,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2021,"Rate per 100,000 population",27.37219108,CTS,0.0274
Dominican Republic,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2021,"Rate per 100,000 population",0.650330133,NGO/CTS,0.0007
Spain,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2021,"Rate per 100,000 population",9.237994314,CTS,0.0092
Croatia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2021,"Rate per 100,000 population",0.240005338,CTS,0.0002
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2021,"Rate per 100,000 population",12.19933717,CTS,0.0122
Lithuania,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2021,"Rate per 100,000 population",0.135234459,CTS,0.0001
Latvia,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2021,"Rate per 100,000 population",0.795291082,CTS,0.0008
Mexico,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2021,"Rate per 100,000 population",12.06649274,CTS,0.0121
El Salvador,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2021,"Rate per 100,000 population",77.37017593,CTS,0.0774
Slovakia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2021,"Rate per 100,000 population",9.147204345,CTS,0.0091
Slovenia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2021,"Rate per 100,000 population",0.284565994,CTS,0.0003
Sweden,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2021,"Rate per 100,000 population",6.025507726,CTS,0.006
Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2022,"Rate per 100,000 population",10.62045959,CTS,0.0106
Belize,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2022,"Rate per 100,000 population",,CTS,
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2022,"Rate per 100,000 population",0.131196008,CTS,0.0001
Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2022,"Rate per 100,000 population",1.70078485,CTS,0.0017
Switzerland,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2022,"Rate per 100,000 population",0.772720775,CTS,0.0008
Czechia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2022,"Rate per 100,000 population",,CTS,
Germany,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2022,"Rate per 100,000 population",32.73938124,CTS,0.0327
Dominican Republic,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2022,"Rate per 100,000 population",0.536235248,NGO/CTS,0.0005
Spain,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2022,"Rate per 100,000 population",12.89095156,CTS,0.0129
Honduras,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2022,"Rate per 100,000 population",,CTS,
Croatia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2022,"Rate per 100,000 population",0.386974908,CTS,0.0004
Ireland,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2022,"Rate per 100,000 population",7.775439006,CTS,0.0078
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2022,"Rate per 100,000 population",4.057371229,CTS,0.0041
Lithuania,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2022,"Rate per 100,000 population",0.068568506,CTS,0.0001
Latvia,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2022,"Rate per 100,000 population",0.503914661,CTS,0.0005
Morocco,Africa,Northern Africa,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2022,"Rate per 100,000 population",0.236487907,CTS,0.0002
Mexico,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2022,"Rate per 100,000 population",15.91660075,CTS,0.0159
Myanmar,Asia,South-eastern Asia,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2022,"Rate per 100,000 population",0.09920365,CTS,0.0001
El Salvador,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2022,"Rate per 100,000 population",71.14765352,CTS,0.0711
Slovakia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2022,"Rate per 100,000 population",9.563699523,CTS,0.0096
Slovenia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2022,"Rate per 100,000 population",0.474280031,CTS,0.0005
Sweden,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,2022,"Rate per 100,000 population",6.249125696,CTS,0.0062
Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",31.84640932,CTS,0.0318
Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",2.06046409,CTS,0.0021
Azerbaijan,Asia,Western Asia,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",5.662137485,CTS,0.0057
Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",28.38907485,CTS,0.0284
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",75.85699132,CTS,0.0759
Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",,CTS,
Switzerland,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",3.244603613,CTS,0.0032
Germany,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",40.09645185,CTS,0.0401
Denmark,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",49.72748781,CTS,0.0497
Dominican Republic,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",28.25080207,NGO/CTS,0.0283
Spain,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",34.86136698,CTS,0.0349
Finland,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",39.36518232,CTS,0.0394
France,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",522.0535128,CTS,0.5221
Guatemala,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",193.8959597,CTS,0.1939
Croatia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",17.23536737,CTS,0.0172
Italy,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",131.7520067,CTS,0.1318
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",323.9810795,CTS,0.324
Lithuania,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",3.829159424,CTS,0.0038
Latvia,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",12.77555776,CTS,0.0128
Mexico,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",34.63467842,CTS,0.0346
Mongolia,Asia,Eastern Asia,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",0.622628176,CTS,0.0006
Norway,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",65.9487232,CTS,0.0659
Poland,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",28.05242609,CTS,0.0281
Slovakia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",2.741205424,CTS,0.0027
Slovenia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",,CTS,
Sweden,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2019,"Rate per 100,000 population",29.4768955,CTS,0.0295
